anum,paper,family,table,lines,kinds
A230471,papers/A230/A230471.pdf,existential-neighbour,,1,recurrence
A230472,papers/A230/A230472.pdf,existential-neighbour,,1,order
A230509,papers/A230/A230509.pdf,existential-neighbour,,2,gf+recurrence
A230520,papers/A230/A230520.pdf,existential-neighbour,,2,gf+recurrence
A230521,papers/A230/A230521.pdf,existential-neighbour,,1,recurrence
A230522,papers/A230/A230522.pdf,existential-neighbour,,1,recurrence
A230529,papers/A230/A230529.pdf,existential-neighbour,,2,gf+recurrence
A230572,papers/A230/A230572.pdf,existential-neighbour,,1,recurrence
A230588,papers/A230/A230588.pdf,existential-neighbour,,2,gf+recurrence
A230610,papers/A230/A230610.pdf,existential-neighbour,,1,recurrence
A230615,papers/A230/A230615.pdf,existential-neighbour,,1,recurrence
A230616,papers/A230/A230616.pdf,existential-neighbour,,1,order
A230670,papers/A230/A230670.pdf,existential-neighbour,,2,gf+recurrence
A230671,papers/A230/A230671.pdf,existential-neighbour,,1,recurrence
A230676,papers/A230/A230676.pdf,existential-neighbour,,2,gf+recurrence
A230677,papers/A230/A230677.pdf,existential-neighbour,,1,recurrence
A230678,papers/A230/A230678.pdf,existential-neighbour,,1,order
A230750,papers/A230/A230750.pdf,existential-neighbour,,1,recurrence
A230782,papers/A230/A230782.pdf,existential-neighbour,,2,gf+recurrence
A230783,papers/A230/A230783.pdf,existential-neighbour,,1,recurrence
A230835,papers/A230/A230835.pdf,existential-neighbour,,2,gf+recurrence
A230836,papers/A230/A230836.pdf,existential-neighbour,,1,recurrence
A231192,papers/A231/A231192.pdf,strict-majority,,2,gf+recurrence
A231193,papers/A231/A231193.pdf,strict-majority,,1,recurrence
A231194,papers/A231/A231194.pdf,strict-majority,,1,order
A231213,papers/A231/A231213.pdf,strict-majority,,2,gf+recurrence
A231214,papers/A231/A231214.pdf,strict-majority,,1,recurrence
A231221,papers/A231/A231221.pdf,strict-majority,,2,gf+recurrence
A231257,papers/A231/A231257.pdf,strict-majority,,2,gf+recurrence
A231258,papers/A231/A231258.pdf,strict-majority,,2,gf+recurrence
A231264,papers/A231/A231264.pdf,strict-majority,,2,gf+recurrence
A231265,papers/A231/A231265.pdf,strict-majority,,1,recurrence
A231280,papers/A231/A231280.pdf,existential-neighbour,,2,gf+recurrence
A231286,papers/A231/A231286.pdf,existential-neighbour,,1,recurrence
A231295,papers/A231/A231295.pdf,strict-majority,,2,gf+recurrence
A231296,papers/A231/A231296.pdf,strict-majority,,2,gf+recurrence
A231297,papers/A231/A231297.pdf,strict-majority,,1,recurrence
A231317,papers/A231/A231317.pdf,strict-majority,,2,gf+recurrence
A231318,papers/A231/A231318.pdf,strict-majority,,1,recurrence
A231319,papers/A231/A231319.pdf,strict-majority,,1,recurrence
A231337,papers/A231/A231337.pdf,strict-majority,,2,gf+recurrence
A231338,papers/A231/A231338.pdf,strict-majority,,2,gf+recurrence
A231356,papers/A231/A231356.pdf,strict-majority,,2,gf+recurrence
A231357,papers/A231/A231357.pdf,strict-majority,,1,recurrence
A231376,papers/A231/A231376.pdf,strict-majority,,2,gf+recurrence
A231377,papers/A231/A231377.pdf,strict-majority,,2,gf+recurrence
A231378,papers/A231/A231378.pdf,strict-majority,,1,recurrence
A231379,papers/A231/A231379.pdf,strict-majority,,1,recurrence
A231390,papers/A231/A231390.pdf,strict-majority,,2,gf+recurrence
A231391,papers/A231/A231391.pdf,strict-majority,,1,recurrence
A231397,papers/A231/A231397.pdf,strict-majority,,2,gf+recurrence
A231398,papers/A231/A231398.pdf,strict-majority,,1,recurrence
A231399,papers/A231/A231399.pdf,strict-majority,,1,order
A231413,papers/A231/A231413.pdf,strict-majority,,2,gf+recurrence
A231414,papers/A231/A231414.pdf,strict-majority,,1,recurrence
A231415,papers/A231/A231415.pdf,strict-majority,,1,recurrence
A231420,papers/A231/A231420.pdf,strict-majority,,2,gf+recurrence
A231421,papers/A231/A231421.pdf,strict-majority,,1,recurrence
A231444,papers/A231/A231444.pdf,strict-majority,,2,gf+recurrence
A231445,papers/A231/A231445.pdf,strict-majority,,2,gf+recurrence
A231452,papers/A231/A231452.pdf,strict-majority,,1,recurrence
A231458,papers/A231/A231458.pdf,strict-majority,,2,gf+recurrence
A231464,papers/A231/A231464.pdf,strict-majority,,2,gf+recurrence
A231465,papers/A231/A231465.pdf,strict-majority,,1,recurrence
A231509,papers/A231/A231509.pdf,strict-majority,,2,gf+recurrence
A231510,papers/A231/A231510.pdf,strict-majority,,1,recurrence
A231511,papers/A231/A231511.pdf,strict-majority,,1,recurrence
A231518,papers/A231/A231518.pdf,strict-majority,,1,recurrence
A231519,papers/A231/A231519.pdf,strict-majority,,1,recurrence
A231520,papers/A231/A231520.pdf,strict-majority,,1,order
A231524,papers/A231/A231524.pdf,strict-majority,,2,gf+recurrence
A231525,papers/A231/A231525.pdf,strict-majority,,1,recurrence
A231526,papers/A231/A231526.pdf,strict-majority,,1,recurrence
A231538,papers/A231/A231538.pdf,strict-majority,,2,gf+recurrence
A231539,papers/A231/A231539.pdf,strict-majority,,1,recurrence
A231540,papers/A231/A231540.pdf,strict-majority,,1,recurrence
A231581,papers/A231/A231581.pdf,strict-majority,,1,recurrence
A231582,papers/A231/A231582.pdf,strict-majority,,1,order
A231645,papers/A231/A231645.pdf,strict-majority,,2,gf+recurrence
A231646,papers/A231/A231646.pdf,strict-majority,,1,recurrence
A231657,papers/A231/A231657.pdf,strict-majority,,1,recurrence
A231658,papers/A231/A231658.pdf,strict-majority,,1,recurrence
A231694,papers/A231/A231694.pdf,strict-majority,,1,recurrence
A231741,papers/A231/A231741.pdf,strict-majority,,1,recurrence
A231742,papers/A231/A231742.pdf,strict-majority,,1,order
A231747,papers/A231/A231747.pdf,strict-majority,,2,gf+recurrence
A231748,papers/A231/A231748.pdf,strict-majority,,1,recurrence
A231833,papers/A231/A231833.pdf,strict-majority,,2,gf+recurrence
A231834,papers/A231/A231834.pdf,strict-majority,,1,recurrence
A231840,papers/A231/A231840.pdf,strict-majority,,1,recurrence
A231936,papers/A231/A231936.pdf,strict-majority,,1,order
A231941,papers/A231/A231941.pdf,strict-majority,,1,recurrence
A232017,papers/A232/A232017.pdf,strict-majority,,2,gf+recurrence
A232018,papers/A232/A232018.pdf,strict-majority,,2,gf+recurrence
A232019,papers/A232/A232019.pdf,strict-majority,,1,recurrence
A233785,papers/A233/A233785.pdf,subblock-six-differences,,2,gf+recurrence
A233786,papers/A233/A233786.pdf,subblock-six-differences,,1,recurrence
A233787,papers/A233/A233787.pdf,subblock-six-differences,,1,recurrence
A233811,papers/A233/A233811.pdf,subblock-six-differences,,2,gf+recurrence
A233812,papers/A233/A233812.pdf,subblock-six-differences,,1,recurrence
A233813,papers/A233/A233813.pdf,subblock-six-differences,,1,order
A233853,papers/A233/A233853.pdf,subblock-six-differences,,1,recurrence
A233854,papers/A233/A233854.pdf,subblock-six-differences,,1,order
A233869,papers/A233/A233869.pdf,subblock-six-differences,,1,recurrence
A233870,papers/A233/A233870.pdf,subblock-six-differences,,1,order
A233875,papers/A233/A233875.pdf,subblock-six-differences,yes,2,order
A233877,papers/A233/A233877.pdf,subblock-six-differences,,2,gf+recurrence
A233878,papers/A233/A233878.pdf,subblock-six-differences,,1,recurrence
A233879,papers/A233/A233879.pdf,subblock-six-differences,,1,recurrence
A233880,papers/A233/A233880.pdf,subblock-six-differences,,1,recurrence
A233897,papers/A233/A233897.pdf,subblock-six-differences,,2,gf+recurrence
A233898,papers/A233/A233898.pdf,subblock-six-differences,,1,recurrence
A233899,papers/A233/A233899.pdf,subblock-six-differences,,1,order
A233934,papers/A233/A233934.pdf,subblock-six-differences,,1,recurrence
A233960,papers/A233/A233960.pdf,subblock-six-differences,,2,gf+recurrence
A233961,papers/A233/A233961.pdf,subblock-six-differences,,1,recurrence
A233962,papers/A233/A233962.pdf,subblock-six-differences,,1,recurrence
A233974,papers/A233/A233974.pdf,subblock-six-differences,,1,recurrence
A233975,papers/A233/A233975.pdf,subblock-six-differences,,1,order
A234029,papers/A234/A234029.pdf,subblock-six-differences,,2,gf+recurrence
A234030,papers/A234/A234030.pdf,subblock-six-differences,,1,recurrence
A234031,papers/A234/A234031.pdf,subblock-six-differences,,1,recurrence
A234036,papers/A234/A234036.pdf,subblock-six-differences,yes,2,order+recurrence
A234076,papers/A234/A234076.pdf,subblock-six-differences,,2,gf+recurrence
A234077,papers/A234/A234077.pdf,subblock-six-differences,,1,recurrence
A234084,papers/A234/A234084.pdf,subblock-six-differences,,1,recurrence
A234085,papers/A234/A234085.pdf,subblock-six-differences,,1,recurrence
A234107,papers/A234/A234107.pdf,subblock-six-differences,,2,gf+recurrence
A234108,papers/A234/A234108.pdf,subblock-six-differences,,1,recurrence
A234109,papers/A234/A234109.pdf,subblock-six-differences,,1,recurrence
A234110,papers/A234/A234110.pdf,subblock-six-differences,,1,order
A234114,papers/A234/A234114.pdf,subblock-six-differences,yes,3,order+recurrence
A234116,papers/A234/A234116.pdf,subblock-six-differences,,2,gf+recurrence
A234117,papers/A234/A234117.pdf,subblock-six-differences,,2,gf+recurrence
A234118,papers/A234/A234118.pdf,subblock-six-differences,,1,recurrence
A234119,papers/A234/A234119.pdf,subblock-six-differences,,1,recurrence
A234120,papers/A234/A234120.pdf,subblock-six-differences,,1,recurrence
A234122,papers/A234/A234122.pdf,subblock-six-differences,yes,2,recurrence
A234124,papers/A234/A234124.pdf,subblock-six-differences,,2,gf+recurrence
A234125,papers/A234/A234125.pdf,subblock-six-differences,,1,recurrence
A234126,papers/A234/A234126.pdf,subblock-six-differences,,1,recurrence
A234131,papers/A234/A234131.pdf,subblock-six-differences,yes,2,order+recurrence
A234133,papers/A234/A234133.pdf,subblock-six-differences,,2,gf+recurrence
A234134,papers/A234/A234134.pdf,subblock-six-differences,,2,gf+recurrence
A234135,papers/A234/A234135.pdf,subblock-six-differences,,2,gf+recurrence
A234136,papers/A234/A234136.pdf,subblock-six-differences,,2,gf+recurrence
A234140,papers/A234/A234140.pdf,subblock-six-differences,yes,4,recurrence
A234154,papers/A234/A234154.pdf,subblock-six-differences,,2,gf+recurrence
A234155,papers/A234/A234155.pdf,subblock-six-differences,,2,gf+recurrence
A234156,papers/A234/A234156.pdf,subblock-six-differences,,1,recurrence
A234157,papers/A234/A234157.pdf,subblock-six-differences,,1,recurrence
A234161,papers/A234/A234161.pdf,subblock-six-differences,yes,2,recurrence
A234162,papers/A234/A234162.pdf,constant-stress,,2,gf+recurrence
A234163,papers/A234/A234163.pdf,constant-stress,,1,recurrence
A234164,papers/A234/A234164.pdf,constant-stress,,1,order
A234169,papers/A234/A234169.pdf,constant-stress,yes,2,order+recurrence
A234170,papers/A234/A234170.pdf,constant-stress,,2,gf+recurrence
A234171,papers/A234/A234171.pdf,constant-stress,,1,recurrence
A234175,papers/A234/A234175.pdf,constant-stress,yes,1,recurrence
A234177,papers/A234/A234177.pdf,subblock-six-differences,,2,gf+recurrence
A234178,papers/A234/A234178.pdf,subblock-six-differences,,1,recurrence
A234179,papers/A234/A234179.pdf,subblock-six-differences,,1,recurrence
A234184,papers/A234/A234184.pdf,subblock-six-differences,yes,2,order+recurrence
A234185,papers/A234/A234185.pdf,constant-stress,,2,gf+recurrence
A234186,papers/A234/A234186.pdf,constant-stress,,1,recurrence
A234190,papers/A234/A234190.pdf,constant-stress,yes,1,order
A234201,papers/A234/A234201.pdf,subblock-six-differences,,1,recurrence
A234202,papers/A234/A234202.pdf,subblock-six-differences,,1,recurrence
A234208,papers/A234/A234208.pdf,subblock-six-differences,yes,2,order+recurrence
A234210,papers/A234/A234210.pdf,subblock-six-differences,,2,gf+recurrence
A234211,papers/A234/A234211.pdf,subblock-six-differences,,1,recurrence
A234212,papers/A234/A234212.pdf,subblock-six-differences,,1,recurrence
A234220,papers/A234/A234220.pdf,constant-stress,,2,gf+recurrence
A234221,papers/A234/A234221.pdf,constant-stress,,2,gf+recurrence
A234222,papers/A234/A234222.pdf,constant-stress,,1,recurrence
A234223,papers/A234/A234223.pdf,constant-stress,,1,recurrence
A234227,papers/A234/A234227.pdf,constant-stress,yes,3,order+recurrence
A234228,papers/A234/A234228.pdf,constant-stress,,2,gf+recurrence
A234229,papers/A234/A234229.pdf,constant-stress,,1,order
A234233,papers/A234/A234233.pdf,constant-stress,yes,1,recurrence
A234241,papers/A234/A234241.pdf,constant-stress,,1,recurrence
A234242,papers/A234/A234242.pdf,constant-stress,,1,order
A234245,papers/A234/A234245.pdf,constant-stress,yes,1,order
A234259,papers/A234/A234259.pdf,constant-stress,,2,gf+recurrence
A234260,papers/A234/A234260.pdf,constant-stress,,2,gf+recurrence
A234261,papers/A234/A234261.pdf,constant-stress,,2,gf+recurrence
A234262,papers/A234/A234262.pdf,constant-stress,,2,gf+recurrence
A234263,papers/A234/A234263.pdf,constant-stress,,2,gf+recurrence
A234264,papers/A234/A234264.pdf,constant-stress,,2,gf+recurrence
A234266,papers/A234/A234266.pdf,constant-stress,yes,4,recurrence
A234326,papers/A234/A234326.pdf,constant-stress,,2,gf+recurrence
A234327,papers/A234/A234327.pdf,constant-stress,,1,recurrence
A234328,papers/A234/A234328.pdf,constant-stress,,1,recurrence
A234333,papers/A234/A234333.pdf,constant-stress,yes,2,order+recurrence
A234414,papers/A234/A234414.pdf,subblock-six-differences,,2,gf+recurrence
A234415,papers/A234/A234415.pdf,subblock-six-differences,,1,recurrence
A234421,papers/A234/A234421.pdf,subblock-six-differences,yes,2,order+recurrence
A234436,papers/A234/A234436.pdf,constant-stress,,1,recurrence
A234437,papers/A234/A234437.pdf,constant-stress,,2,gf+recurrence
A234438,papers/A234/A234438.pdf,constant-stress,,1,recurrence
A234439,papers/A234/A234439.pdf,constant-stress,,1,recurrence
A234443,papers/A234/A234443.pdf,constant-stress,yes,3,order+recurrence
A234444,papers/A234/A234444.pdf,constant-stress,,2,gf+recurrence
A234445,papers/A234/A234445.pdf,constant-stress,,1,recurrence
A234446,papers/A234/A234446.pdf,constant-stress,,1,order
A234450,papers/A234/A234450.pdf,constant-stress,yes,2,order+recurrence
A234452,papers/A234/A234452.pdf,constant-stress,,2,gf+recurrence
A234453,papers/A234/A234453.pdf,constant-stress,,1,recurrence
A234458,papers/A234/A234458.pdf,constant-stress,yes,1,recurrence
A234476,papers/A234/A234476.pdf,constant-stress,,1,recurrence
A234477,papers/A234/A234477.pdf,constant-stress,,1,order
A234481,papers/A234/A234481.pdf,constant-stress,yes,1,recurrence
A234483,papers/A234/A234483.pdf,constant-stress,,2,gf+recurrence
A234484,papers/A234/A234484.pdf,constant-stress,,2,gf+recurrence
A234485,papers/A234/A234485.pdf,constant-stress,,1,recurrence
A234486,papers/A234/A234486.pdf,constant-stress,,1,recurrence
A234487,papers/A234/A234487.pdf,constant-stress,,1,recurrence
A234490,papers/A234/A234490.pdf,constant-stress,yes,3,order+recurrence
A234491,papers/A234/A234491.pdf,constant-stress,,2,gf+recurrence
A234492,papers/A234/A234492.pdf,constant-stress,,1,recurrence
A234497,papers/A234/A234497.pdf,constant-stress,yes,1,recurrence
A234543,papers/A234/A234543.pdf,constant-stress,,2,gf+recurrence
A234544,papers/A234/A234544.pdf,constant-stress,,1,recurrence
A234545,papers/A234/A234545.pdf,constant-stress,,1,order
A234549,papers/A234/A234549.pdf,constant-stress,yes,2,order+recurrence
A234550,papers/A234/A234550.pdf,constant-stress,,2,gf+recurrence
A234551,papers/A234/A234551.pdf,constant-stress,,1,recurrence
A234555,papers/A234/A234555.pdf,constant-stress,yes,1,recurrence
A234557,papers/A234/A234557.pdf,constant-stress,,2,gf+recurrence
A234558,papers/A234/A234558.pdf,constant-stress,,1,recurrence
A234559,papers/A234/A234559.pdf,constant-stress,,1,recurrence
A234560,papers/A234/A234560.pdf,constant-stress,,1,recurrence
A234564,papers/A234/A234564.pdf,constant-stress,yes,1,recurrence
A234651,papers/A234/A234651.pdf,constant-stress,,2,gf+recurrence
A234652,papers/A234/A234652.pdf,constant-stress,,1,recurrence
A234653,papers/A234/A234653.pdf,constant-stress,,1,recurrence
A234658,papers/A234/A234658.pdf,constant-stress,yes,2,order+recurrence
A234659,papers/A234/A234659.pdf,constant-stress,,2,gf+recurrence
A234660,papers/A234/A234660.pdf,constant-stress,,1,recurrence
A234661,papers/A234/A234661.pdf,constant-stress,,1,recurrence
A234665,papers/A234/A234665.pdf,constant-stress,yes,2,order+recurrence
A234667,papers/A234/A234667.pdf,constant-stress,,2,gf+recurrence
A234668,papers/A234/A234668.pdf,constant-stress,,1,recurrence
A234672,papers/A234/A234672.pdf,constant-stress,yes,1,order
A234674,papers/A234/A234674.pdf,constant-stress,,2,gf+recurrence
A234675,papers/A234/A234675.pdf,constant-stress,,1,recurrence
A234676,papers/A234/A234676.pdf,constant-stress,,1,recurrence
A234681,papers/A234/A234681.pdf,constant-stress,yes,1,recurrence
A234683,papers/A234/A234683.pdf,constant-stress,,2,gf+recurrence
A234684,papers/A234/A234684.pdf,constant-stress,,1,recurrence
A234685,papers/A234/A234685.pdf,constant-stress,,1,recurrence
A234690,papers/A234/A234690.pdf,constant-stress,yes,2,order+recurrence
A234697,papers/A234/A234697.pdf,constant-stress,,2,gf+recurrence
A234698,papers/A234/A234698.pdf,constant-stress,,1,recurrence
A234699,papers/A234/A234699.pdf,constant-stress,,1,recurrence
A234702,papers/A234/A234702.pdf,constant-stress,yes,2,order+recurrence
A234705,papers/A234/A234705.pdf,constant-stress,,2,gf+recurrence
A234706,papers/A234/A234706.pdf,constant-stress,,1,recurrence
A234707,papers/A234/A234707.pdf,constant-stress,,1,recurrence
A234712,papers/A234/A234712.pdf,constant-stress,yes,2,order
A234721,papers/A234/A234721.pdf,constant-stress,,2,gf+recurrence
A234722,papers/A234/A234722.pdf,constant-stress,,1,recurrence
A234723,papers/A234/A234723.pdf,constant-stress,,1,recurrence
A234728,papers/A234/A234728.pdf,constant-stress,yes,1,recurrence
A234731,papers/A234/A234731.pdf,constant-stress,,2,gf+recurrence
A234732,papers/A234/A234732.pdf,constant-stress,,1,recurrence
A234733,papers/A234/A234733.pdf,constant-stress,,1,recurrence
A234738,papers/A234/A234738.pdf,constant-stress,yes,1,recurrence
A234816,papers/A234/A234816.pdf,constant-stress,,2,gf+recurrence
A234817,papers/A234/A234817.pdf,constant-stress,,1,recurrence
A234818,papers/A234/A234818.pdf,constant-stress,,1,recurrence
